"position"	"intensity"	"p.value <"
"XXX"	3205611.84612519	2.26770631925328	0.120252098818888
"XXX"	3208482	1.62295850077891	0.246421784417021
"XXX"	3260222	1.94592165150726	0.167231964590700
"XXX"	3260946.37010161	1.85338783495284	0.184142791850088
"XXX"	3263972	1.76730444222502	0.208318298814077
"XXX"	3271872	3.39072285754606	0.053787496091025
"XXX"	3275132	1.64975972536640	0.238868441942700
"XXX"	3276182	1.58528604092619	0.258401289360371
"XXX"	3276632	1.4487141212818	0.325852156551442
"XXX"	3279632	1.44616270856503	0.326910586707079
"XXX"	3281932	2.49801785184119	0.0982656178586034
"XXX"	3283007.14005735	21.4850317746032	0.00165981092588583
"XXX"	3284632	1.42082629710578	0.337278391186163
"XXX"	3287042	1.81643960002011	0.191455582016309
"XXX"	3290292	2.22117362855491	0.125616415289505
"XXX"	3291742	2.95635789625628	0.0687498496548074
"XXX"	3292361.30152143	1.58630934188396	0.258160737052272
"XXX"	3297042	3.05576830375611	0.064949123186837
"XXX"	3306582	3.3383526357345	0.0553029756320512
"XXX"	3315886.91106915	2.95714707218225	0.0687498496548074
"XXX"	3319742	3.07599294989953	0.0643477424165885
"XXX"	3321770.62461717	6.46047067497728	0.0174881527988261
"XXX"	3323320.11118848	9.19235445153802	0.00964614755478579
"XXX"	3324592	16.2239698037760	0.00331962185177167
"XXX"	3325192	7.37808458229787	0.0138798681773352
"XXX"	3325642	37.2760376417395	0.000457049385388853
"XXX"	3326411.37998043	2.32276686570499	0.114526953886123
"XXX"	3329242	2.32297413436448	0.114502898655313
"XXX"	3330242	2.27738685550014	0.119289889586491
"XXX"	3335892	1.74393355453137	0.215246205287340
"XXX"	3340452.28373288	1.21040862782026	0.469702436794881
"XXX"	3341701.91541777	4.86377530057802	0.0287460008178778
"XXX"	3344212	2.37517390740307	0.109379134492795
"XXX"	3346812	1.91721395447808	0.172259507829978
"XXX"	3348312	1.81533016353798	0.191696134324409
"XXX"	3353792.9297018	1.86870616592952	0.181400495537755
"XXX"	3360972	1.49011995800169	0.306632027134300
"XXX"	3364022	2.21225615181906	0.126747011137572
"XXX"	3366072	2.27012701226701	0.119963436049169
"XXX"	3368031.84800992	2.14713723267776	0.134107911765413
"XXX"	3368757.32716883	2.17931045811807	0.130379350989873
"XXX"	3371542	2.27901495908327	0.119169613432441
"XXX"	3374477.95022101	2.12548943129283	0.137018594693416
"XXX"	3376492	2.62929482893074	0.088475138918958
"XXX"	3377642	1.48978938836493	0.30689663467321
"XXX"	3378442	1.32084144441759	0.393303023742513
"XXX"	3381342	1.09545876806998	0.544610425537033
"XXX"	3384192	2.31608484950952	0.115176445117991
"XXX"	3384542	4.81398281729255	0.0292271054340766
"XXX"	3385892	2.47457895708796	0.100358422939068
"XXX"	3387792	1.38938001946918	0.349402227514373
"XXX"	3388820.94256157	5.08539470417695	0.0265088643525535
"XXX"	3389442	3.18109226732091	0.0603786293329484
"XXX"	3398242	1.31856379498249	0.39428928820572
"XXX"	3405842	1.24165219794057	0.449808760915061
"XXX"	3410902	1.33405784195028	0.383632820956917
"XXX"	3428332	1.37886598749884	0.353611892906112
"XXX"	3434282	3.18493379027227	0.060138077024849
"XXX"	3434832	2.89698257112141	0.072117581968199
"XXX"	3449789.44001848	1.46918848209762	0.315821125303697
"XXX"	3451430.69329478	3.98328967362158	0.0402925116066489
"XXX"	3451882	2.21607297973922	0.126410237906233
"XXX"	3452482	3.1623587782252	0.0608356787183373
"XXX"	3452882	6.66296450478728	0.0164297226431888
"XXX"	3453682	2.58799946685885	0.0911933800004811
"XXX"	3455632	5.05628486073648	0.0267975271222727
"XXX"	3456582	1.28713100067947	0.417093647013543
"XXX"	3457532	3.78215311762018	0.0438045753049000
"XXX"	3458882	2.19718858691043	0.128454932525078
"XXX"	3459882	2.76295021132395	0.079261985518751
"XXX"	3461032	3.77347721917222	0.0439007962281398
"XXX"	3462672.18489867	2.63594525342066	0.088018089533569
"XXX"	3463822.10747221	1.91062376987332	0.173269827523995
"XXX"	3465412	4.81766898308486	0.0292271054340766
"XXX"	3468862	1.89009941805741	0.177431382454115
"XXX"	3473562	2.60452179957562	0.0902311707680835
"XXX"	3475306.99868633	2.97475700487989	0.0679560270380794
"XXX"	3480152	2.2767442073881	0.119362055278920
"XXX"	3483052	2.02791783318366	0.152293666257728
"XXX"	3483852	2.11065182502319	0.138991123619831
"XXX"	3484802	1.10369989662987	0.537538187678911
"XXX"	3485302	2.00120944448799	0.157104712419716
"XXX"	3488102	1.84088675425231	0.186668591085131
"XXX"	3490285.29929637	3.03803160946443	0.0656467248803252
"XXX"	3491141.81346961	3.40031890766235	0.0535469437829256
"XXX"	3491532	1.38327186074891	0.351976137211037
"XXX"	3492567.02794917	1.80415857684645	0.194318154482692
"XXX"	3497632	1.59630478679885	0.255105722739410
"XXX"	3499837.91369171	1.58059268133181	0.260590315364076
"XXX"	3501782	1.76964239677957	0.206850929734671
"XXX"	3503052.28665253	2.50170412048952	0.0980972312429338
"XXX"	3503982	1.97564678416884	0.161386543503885
"XXX"	3508172	1.92722693380234	0.170479420750042
"XXX"	3518044.57544182	2.05423771019884	0.147987779942749
"XXX"	3520012	1.68382446217950	0.230521276851651
"XXX"	3520812	3.63083151687891	0.0472204180799115
"XXX"	3524962	2.01752896110216	0.153929421952804
"XXX"	3526362	1.06321136863631	0.56977219696423
"XXX"	3530052.16663543	1.80285041979697	0.194558706790792
"XXX"	3532292	2.52012620962270	0.0969906906256766
"XXX"	3533305.15077455	17.6297921871612	0.00279040677395300
"XXX"	3534200.6818739	2.44400778568808	0.102884222174112
"XXX"	3534907.75621824	2.26312351228264	0.120805369127517
"XXX"	3544032	1.90703634933924	0.173967429217483
"XXX"	3545632	2.49903706913334	0.0981934521661735
"XXX"	3546132	2.22971137657361	0.124509874672247
"XXX"	3546732	1.27872755294176	0.423660725024657
