"position"	"intensity"	"p.value <"
"XXX"	3168632	1.65708339166140	0.272864906832298
"XXX"	3205602	4.56785947551292	0.0368400621118012
"XXX"	3260240.19516132	1.41542945541110	0.370496894409938
"XXX"	3261222	1.54321117226576	0.309316770186335
"XXX"	3267472	1.62034664717439	0.285209627329193
"XXX"	3282242	1.49503904156171	0.327018633540373
"XXX"	3283026.5971035	16.8510870338901	0.00446428571428571
"XXX"	3289292	1.88231484899657	0.209006211180124
"XXX"	3291092	1.56841250010263	0.302173913043478
"XXX"	3291704.38562856	5.86204403049308	0.024805900621118
"XXX"	3292292	4.40344496780556	0.0389751552795031
"XXX"	3296622	0.87517469313148	0.706211180124224
"XXX"	3297042	1.91071344323687	0.202523291925466
"XXX"	3297907.5353597	2.42683998317796	0.123718944099379
"XXX"	3315352	2.57268981598680	0.109860248447205
"XXX"	3316252	2.57787168120732	0.109472049689441
"XXX"	3322543.05881688	1.94666818188469	0.196156832298137
"XXX"	3323438.9805967	9.80527174257586	0.0123835403726708
"XXX"	3324462.32766363	5.87883184544432	0.0247282608695652
"XXX"	3325378.50630692	5.47481932587923	0.0274844720496894
"XXX"	3326622	1.63308871738221	0.280861801242236
"XXX"	3327150.42432045	2.03313410150123	0.177678571428571
"XXX"	3334822	2.81967599339752	0.09277950310559
"XXX"	3336372	1.46727382521421	0.337189440993789
"XXX"	3353972	2.26473573066558	0.142818322981366
"XXX"	3371922	1.31215264065832	0.423447204968944
"XXX"	3376722	1.78584636477123	0.231288819875776
"XXX"	3377472	1.02566189091551	0.595186335403727
"XXX"	3386222	2.08813689890752	0.169681677018634
"XXX"	3387922	3.15150547986214	0.0736024844720497
"XXX"	3389040.87265001	14.0712215152360	0.00663819875776398
"XXX"	3429572	1.29826802760739	0.42888198757764
"XXX"	3449966.73155818	2.20391263300432	0.152251552795031
"XXX"	3451372	2.74404220746832	0.0968944099378882
"XXX"	3452122.16657248	4.74457462642451	0.034666149068323
"XXX"	3452822	3.32718453743612	0.065916149068323
"XXX"	3453222	2.11982917838555	0.164945652173913
"XXX"	3453622	2.77854310356733	0.094914596273292
"XXX"	3454198.3633199	2.46624236063868	0.119215838509317
"XXX"	3455122	2.90012307155371	0.0874223602484472
"XXX"	3455572	1.65320958417106	0.274301242236025
"XXX"	3457522	3.27039526436709	0.0680900621118012
"XXX"	3458507.58166539	1.76539541824191	0.236335403726708
"XXX"	3460200.37657333	2.03643280232323	0.176979813664596
"XXX"	3462142	2.03141953010470	0.177950310559006
"XXX"	3464692	1.69725530540014	0.257569875776398
"XXX"	3465942	2.43477189336148	0.122670807453416
"XXX"	3467842	1.64259473703164	0.277290372670807
"XXX"	3472302	2.06037083519547	0.173835403726708
"XXX"	3480402	3.70387926049773	0.0527562111801242
"XXX"	3481652	2.57741565500132	0.109510869565217
"XXX"	3482693.11430215	2.38845146918815	0.128649068322981
"XXX"	3485311.85052904	2.10373907723497	0.167624223602484
"XXX"	3486336.92318190	1.70625093741195	0.253493788819876
"XXX"	3487972	2.15371390207972	0.160326086956522
"XXX"	3494822	2.71819730005441	0.0987577639751553
"XXX"	3499400.04197513	2.42260351636316	0.124301242236025
"XXX"	3500072	2.54189467221282	0.112616459627329
"XXX"	3500772	1.23995077575129	0.454503105590062
"XXX"	3505122	2.95554122533160	0.0840062111801242
"XXX"	3507672	2.11322114955790	0.165954968944099
"XXX"	3510722	1.19576506455148	0.485209627329193
"XXX"	3514242	1.83833206907049	0.218594720496894
"XXX"	3515892	2.04739514173561	0.175659937888199
"XXX"	3516792	2.51245318633627	0.115333850931677
