"position"	"intensity"	"p.value <"
"XXX"	3205602	2.05906282204806	0.0804589732034527
"XXX"	3260232	1.12672621960561	0.409643983776476
"XXX"	3264832	2.46411309875562	0.0498838700731445
"XXX"	3283022	10.4766207975894	0.00135196034249662
"XXX"	3304172	1.32449991164002	0.286719589558706
"XXX"	3307372	1.89357758232633	0.101466356986862
"XXX"	3321972	2.17253171507262	0.0698512843623254
"XXX"	3323372	2.01589985508530	0.0858321489236316
"XXX"	3323822	1.75490543805382	0.126529621797761
"XXX"	3370822	3.68946887359750	0.0177488127014941
"XXX"	3388592	2.03980981304862	0.0832668908378688
"XXX"	3388942	5.96311020781051	0.00658647346344507
"XXX"	3389492	2.26872023553292	0.0620515131556141
"XXX"	3394142	1.59466877881139	0.168717717613617
"XXX"	3414562	1.53629103449669	0.187853156307415
"XXX"	3451822	1.59240792680811	0.169307033660346
"XXX"	3454072	1.90629768916506	0.0993170866987902
"XXX"	3461222	1.21043895640877	0.353589628037578
"XXX"	3462112	2.06092727718935	0.0803203106042223
"XXX"	3469512	1.79733258398846	0.116441917703747
"XXX"	3477602	2.1192406373513	0.0743231531875065
"XXX"	3484902	1.92971989621865	0.0963705064651437
"XXX"	3488952	1.13300701812741	0.405033452352064
"XXX"	3496472	2.61479676187804	0.0423960897147017
"XXX"	3505462	1.70902462223905	0.138315942732347
"XXX"	3524942	1.39802272425590	0.249280687766492
"XXX"	3531912	2.09400894904035	0.0771310708219226
"XXX"	3533217.09524552	8.34436672759265	0.00277325198460845
"XXX"	3543376.44982782	1.65135505569661	0.152320865254619
"XXX"	3557792	1.47617540256080	0.213679065414081
"XXX"	3574512	1.13653313648263	0.402086872118418
"XXX"	3575712	11.5510924567911	0.00079730994557493
"XXX"	3583875.55879647	1.34404690715840	0.27652788851527
"XXX"	3598882	1.29895728076666	0.301417825077131
"XXX"	3622762	1.02100042803899	0.491836239470309
"XXX"	3623692	3.20584864055436	0.0250285991610913
"XXX"	3624012	1.45194310246966	0.225049398550976
"XXX"	3629742	0.982113274260192	0.523104655596769
"XXX"	3640352	1.72014466236675	0.135577356397546
"XXX"	3651299.72751182	1.58728683844187	0.170901653551496
"XXX"	3656242	1.07104721346686	0.451693416993102
"XXX"	3666362	1.73783193231203	0.130862828023711
"XXX"	3668062	2.5153020216445	0.0469026241896904
"XXX"	3672012	1.15030484681803	0.39293514056921
"XXX"	3685212	1.15155245758991	0.391929836724789
"XXX"	3686762	7.95455627106786	0.00305057718306930
"XXX"	3687812	1.21269931335386	0.352272333344889
"XXX"	3692772	1.37028566969967	0.263216278989150
"XXX"	3707372	2.47400898723929	0.049051894477762
"XXX"	3708239.53410804	13.6397083847031	0.000519984747114085
"XXX"	3719459.50225739	2.91466855976559	0.0316497382743440
"XXX"	3720362	2.33873675567763	0.0570943252331265
"XXX"	3744372	3.13838976248685	0.0264845564530107
"XXX"	3767442	3.20443897028671	0.0250285991610913
"XXX"	3767792	50.4802077097185	3.46656498076056e-05
"XXX"	3768331.00992147	3.33406024305039	0.0222900128262904
"XXX"	3769092	4.06656396478608	0.0144209103199639
"XXX"	3781242	1.50277131248272	0.201996741428918
"XXX"	3795792	2.35828840428687	0.0558810274898603
"XXX"	3813502.06085772	1.09879006474591	0.429680729365272
"XXX"	3840242	1.29326445707748	0.3044684022602
"XXX"	3851832	35.1449490168882	3.46656498076056e-05
"XXX"	3852542	1.25097403332685	0.329254341872638
"XXX"	3853216.48858547	1.14491748106851	0.396540368149201
"XXX"	3853786.77272562	2.22074396530220	0.0656914063854127
"XXX"	3882542	1.84721357063648	0.108642146497036
"XXX"	3891342	1.70465226993264	0.139563906125420
"XXX"	3893042	2.36180606966178	0.0556037022913995
"XXX"	3893392	1.99655481763446	0.0883280757097792
"XXX"	3894563.31372575	3.27615322796698	0.0235033105695566
"XXX"	3895584.0108137	2.33481870974991	0.0571289908829341
"XXX"	3896872	2.46339183593482	0.0499185357229521
"XXX"	3903972	2.95390680103136	0.0306097687801158
"XXX"	3907032.24549262	7.55982783462419	0.00370922452941380
"XXX"	3907832.01068543	2.28317049475422	0.0610462093111935
"XXX"	3909742	2.08825175999269	0.0776857212188442
"XXX"	3912692	5.33681111378088	0.00835442160363296
"XXX"	3913092	14.2238312933788	0.000450653447498873
"XXX"	3913692	1.2535290622202	0.327417062432835
"XXX"	3923042	2.48418098358038	0.0483932471314175
"XXX"	3935164.76910888	2.32685297190656	0.0578916351787014
"XXX"	3936086.88259199	2.54206141046072	0.0454120012479634
"XXX"	3942482	1.44248550691665	0.229486601726349
